#                  source year  day       time (hr)   base          u (Ml)          v (Ml)        V.r (Jy)      err.r (Jy)        V.i (Jy)      err.i (Jy)
                      M87 1858  321      0.08333373 AAAP      0.87230749     -1.77677099      0.28400315      0.00010712      0.70294951      0.00010712
                      M87 1858  321      0.08333373 AAGL  -3041.17301760  -6800.47716693      0.07260654      0.00010311     -0.05885297      0.00010311
                      M87 1858  321      0.08333373 AAPB  -4616.15127040  -4875.80887893      0.07252829      0.00003676      0.07594880      0.00003676
                      M87 1858  321      0.08333373 AAPV  -4047.97914880  -4301.28139093     -0.09275493      0.00005963      0.06874389      0.00005963
                      M87 1858  321      0.08333373 APGL  -3042.04531627  -6798.70040747     -0.02751199      0.00065129     -0.09067661      0.00065129
                      M87 1858  321      0.08333373 APPB  -4617.02358187  -4874.03210240      0.09789618      0.00023216     -0.03890483      0.00023216
                      M87 1858  321      0.08333373 APPV  -4048.85140480  -4299.50458453      0.02846744      0.00037667      0.11163752      0.00037667
                      M87 1858  321      0.08333373 GLPB  -1574.97827627   1924.66828800      0.10288049      0.00022347      0.18662068      0.00022347
                      M87 1858  321      0.08333373 PVGL   1006.80611200  -2499.19578453     -0.15624025      0.00036257     -0.06163594      0.00036257
                      M87 1858  321      0.08333373 PVPB   -568.17216853   -574.52749227     -0.05683666      0.00012924     -0.48708604      0.00012924
                      M87 1858  321      0.41666651 AAAP      0.86657636     -1.76054986      0.02402909      0.00010712     -0.75815153      0.00010712
                      M87 1858  321      0.41666651 AAGL  -2903.23449173  -6855.89940053     -0.00100040      0.00010311     -0.09450796      0.00010311
                      M87 1858  321      0.41666651 AAPB  -4732.60934827  -4962.91580587     -0.07750068      0.00003676      0.06579678      0.00003676
                      M87 1858  321      0.41666651 AAPV  -4207.02523307  -4378.18345813      0.11413236      0.00005963     -0.00152025      0.00005963
                      M87 1858  321      0.41666651 APGL  -2904.10108587  -6854.13884587      0.09454376      0.00065129     -0.00452327      0.00065129
                      M87 1858  321      0.41666651 APPB  -4733.47590827  -4961.15522560     -0.06848910      0.00023216     -0.07559656      0.00023216
                      M87 1858  321      0.41666651 APPV  -4207.89181440  -4376.42280960      0.00552253      0.00037667      0.11361487      0.00037667
                      M87 1858  321      0.41666651 GLPB  -1829.37483520   1892.98357547     -0.17671946      0.00022347     -0.08188957      0.00022347
                      M87 1858  321      0.41666651 PVGL   1303.79073920  -2477.71594667      0.07415799      0.00036257     -0.14092532      0.00036257
                      M87 1858  321      0.41666651 PVPB   -525.58409973   -584.73239573     -0.38982919      0.00012924      0.29909650      0.00012924
                      M87 1858  321      0.75000000 AAAP      0.85421055     -1.74449590     -0.02896733      0.00010712      0.75766575      0.00010712
                      M87 1858  321      0.75000000 AAGL  -2743.09178453  -6908.54779733     -0.09375231      0.00010311     -0.01782551      0.00010311
                      M87 1858  321      0.75000000 AAPB  -4812.86181547  -5051.86519893     -0.09346740      0.00003676     -0.03173301      0.00003676
                      M87 1858  321      0.75000000 AAPV  -4333.88683093  -4457.75854080     -0.11051649      0.00005963      0.02107758      0.00005963
                      M87 1858  321      0.75000000 APGL  -2743.94600533  -6906.80330240     -0.01490827      0.00065129      0.09427322      0.00065129
                      M87 1858  321      0.75000000 APPB  -4813.71606187  -5050.12066987     -0.02811669      0.00023216      0.09462796      0.00023216
