#                  source year  day       time (hr)   base          u (Ml)          v (Ml)        V.r (Jy)      err.r (Jy)        V.i (Jy)      err.i (Jy)
                      M87 1858  321      0.08333373 AAAP      1.30846115     -2.66515630      0.64700640      0.00025439     -0.00132075      0.00025439
                      M87 1858  321      0.08333373 AACI  -4448.77406720  -5537.20222720     -0.08698930      0.00048981      0.00746168      0.00048981
                      M87 1858  321      0.08333373 AAGB  -8330.17196373    782.62360960     -0.04486451      0.00023592     -0.01428741      0.00023592
                      M87 1858  321      0.08333373 AAGL  -4561.75919787 -10200.71511040      0.01181283      0.00024487     -0.03881935      0.00024487
                      M87 1858  321      0.08333373 AAHA  -1137.12178347  -7840.26840747     -0.08494161      0.00008000     -0.00438461      0.00008000
                      M87 1858  321      0.08333373 AAPB  -6924.22635520  -7313.71269973     -0.00624269      0.00007074     -0.03651874      0.00007074
                      M87 1858  321      0.08333373 AAPV  -6071.96822187  -6451.92159573     -0.04083386      0.00012312     -0.02244379      0.00012312
                      M87 1858  321      0.08333373 AASG   -443.77176693    993.33240427      0.38232976      0.00048981     -0.07965446      0.00048981
                      M87 1858  321      0.08333373 APCI  -4450.08251733  -5534.53713920     -0.08701005      0.00309984      0.00747303      0.00309984
                      M87 1858  321      0.08333373 APGB  -8331.48034560    785.28877013     -0.04484689      0.00149304     -0.01430277      0.00149304
                      M87 1858  321      0.08333373 APGL  -4563.06765653 -10198.04987733      0.01177346      0.00154972     -0.03881857      0.00154972
                      M87 1858  321      0.08333373 APHA  -1138.43024853  -7837.60323413     -0.08499834      0.00050632     -0.00433906      0.00050632
                      M87 1858  321      0.08333373 APPB  -6925.53477973  -7311.04751787     -0.00626285      0.00044768     -0.03650022      0.00044768
                      M87 1858  321      0.08333373 APPV  -6073.27665493  -6449.25640533     -0.04086428      0.00077916     -0.02243773      0.00077916
                      M87 1858  321      0.08333373 APSG   -445.08022987    995.99754880      0.38174185      0.00309984     -0.07998648      0.00309984
                      M87 1858  321      0.08333373 CIHA   3311.65222827  -2303.06618880      0.03583927      0.00097487      0.03338128      0.00097487
                      M87 1858  321      0.08333373 CISG   4005.00224000   6530.53478400     -0.07575719      0.00596841     -0.00079353      0.00596841
                      M87 1858  321      0.08333373 GBCI   3881.39789227  -6319.82589440     -0.07652298      0.00287470      0.04315222      0.00287470
                      M87 1858  321      0.08333373 GBGL   3768.41280000 -10983.33854720      0.01607892      0.00143716     -0.03401251      0.00143716
                      M87 1858  321      0.08333373 GBHA   7193.05027413  -8622.89227947      0.00478248      0.00046955     -0.02208635      0.00046955
                      M87 1858  321      0.08333373 GBPB   1405.94557227  -8096.33636693     -0.08639941      0.00041516     -0.00205876      0.00041516
                      M87 1858  321      0.08333373 GBSG   7886.40011093    210.70879387     -0.05007962      0.00287470      0.01094207      0.00287470
                      M87 1858  321      0.08333373 GLCI    112.98512411   4663.51270400     -0.04783044      0.00298382     -0.06248078      0.00298382
                      M87 1858  321      0.08333373 GLHA   3424.63738453   2360.44647680     -0.02005444      0.00048737     -0.07139157      0.00048737
