#                  source year  day       time (hr)   base          u (Ml)          v (Ml)        V.r (Jy)      err.r (Jy)        V.i (Jy)      err.i (Jy)
                      M87 1858  321      0.08333373 AAAP      0.87230749     -1.77677099      0.75817815      0.00009501     -0.00095385      0.00009501
                      M87 1858  321      0.08333373 AACI  -2965.84957013  -3691.46850560     -0.07453601      0.00018293      0.06817797      0.00018293
                      M87 1858  321      0.08333373 AAGB  -5553.44836267    521.74911413     -0.04426291      0.00008811      0.01550589      0.00008811
                      M87 1858  321      0.08333373 AAGL  -3041.17301760  -6800.47716693     -0.09336664      0.00009145      0.00007179      0.00009145
                      M87 1858  321      0.08333373 AAHA   -758.08124587  -5226.84604587     -0.09593255      0.00002989      0.05681238      0.00002989
                      M87 1858  321      0.08333373 AAPB  -4616.15127040  -4875.80887893     -0.10472268      0.00002642      0.00802353      0.00002642
                      M87 1858  321      0.08333373 AAPV  -4047.97914880  -4301.28139093     -0.11210872      0.00004598      0.02781578      0.00004598
                      M87 1858  321      0.08333373 AASG   -295.84786560    662.22165867      0.55504254      0.00018293     -0.04393373      0.00018293
                      M87 1858  321      0.08333373 APCI  -2966.72186880  -3689.69171200     -0.07448573      0.00115542      0.06821245      0.00115542
                      M87 1858  321      0.08333373 APGB  -5554.32069973    523.52588533     -0.04427175      0.00055651      0.01547373      0.00055651
                      M87 1858  321      0.08333373 APGL  -3042.04531627  -6798.70040747     -0.09339568      0.00057764      0.00009120      0.00057764
                      M87 1858  321      0.08333373 APHA   -758.95354987  -5225.06930347     -0.09585677      0.00018878      0.05683169      0.00018878
                      M87 1858  321      0.08333373 APPB  -4617.02358187  -4874.03210240     -0.10472540      0.00016691      0.00802958      0.00016691
                      M87 1858  321      0.08333373 APPV  -4048.85140480  -4299.50458453     -0.11209370      0.00029043      0.02783328      0.00029043
                      M87 1858  321      0.08333373 APSG   -296.72017493    663.99841813      0.55446007      0.00115542     -0.04401137      0.00115542
                      M87 1858  321      0.08333373 CIHA   2207.76833493  -1535.37758080      0.17955091      0.00036348      0.06539234      0.00036348
                      M87 1858  321      0.08333373 CISG   2670.00171520   4353.69015467     -0.09532029      0.00222460     -0.05733361      0.00222460
                      M87 1858  321      0.08333373 GBCI   2587.59882240  -4213.21763413     -0.02452108      0.00107149      0.07123063      0.00107149
                      M87 1858  321      0.08333373 GBGL   2512.27539200  -7322.22621867     -0.10259711      0.00053568      0.02863161      0.00053568
                      M87 1858  321      0.08333373 GBHA   4795.36712533  -5748.59518293     -0.06949594      0.00017507      0.05111008      0.00017507
                      M87 1858  321      0.08333373 GBPB    937.29711787  -5397.55797333     -0.08823343      0.00015478      0.06808289      0.00015478
                      M87 1858  321      0.08333373 GBSG   5257.60053760    140.47254013     -0.04174128      0.00107149     -0.02848245      0.00107149
                      M87 1858  321      0.08333373 GLCI     75.32342096   3109.00866987      0.06503126      0.00111217     -0.10220239      0.00111217
                      M87 1858  321      0.08333373 GLHA   2283.09176747   1573.63109973      0.12626822      0.00018172     -0.07437420      0.00018172
                      M87 1858  321      0.08333373 GLPB  -1574.97827627   1924.66828800      0.18753589      0.00016066     -0.10163464      0.00016066
                      M87 1858  321      0.08333373 GLSG   2745.32514560   7462.69888853     -0.07944703      0.00111217      0.00857748      0.00111217
                      M87 1858  321      0.08333373 HASG    462.23337707   5889.06774187     -0.11524606      0.00036348     -0.05147463      0.00036348
                      M87 1858  321      0.08333373 PBCI   1650.30170667   1184.34038827      0.23778126      0.00032136     -0.07925396      0.00032136
                      M87 1858  321      0.08333373 PBHA   3858.07007573   -351.03720000      0.05339594      0.00005251     -0.01147119      0.00005251
                      M87 1858  321      0.08333373 PBSG   4320.30341120   5538.03055787     -0.09937822      0.00032136     -0.00595178      0.00032136
                      M87 1858  321      0.08333373 PVCI   1082.12953387    609.81288853      0.39869436      0.00055919     -0.09192138      0.00055919
                      M87 1858  321      0.08333373 PVGB  -1505.46928213   4823.03044267     -0.05980833      0.00026934     -0.08269828      0.00026934
                      M87 1858  321      0.08333373 PVGL   1006.80611200  -2499.19578453      0.13241217      0.00027956      0.10221868      0.00027956
                      M87 1858  321      0.08333373 PVHA   3289.89787733   -925.56470293      0.10200738      0.00009137      0.01536388      0.00009137
                      M87 1858  321      0.08333373 PVPB   -568.17216853   -574.52749227      0.48294587      0.00008078      0.08548532      0.00008078
                      M87 1858  321      0.08333373 PVSG   3752.13124267   4963.50301013     -0.11544708      0.00055919     -0.02157442      0.00055919
                      M87 1858  321      0.41666651 AAAP      0.86657636     -1.76054986      0.75817832      0.00009501     -0.00094713      0.00009501
                      M87 1858  321      0.41666651 AACI  -3148.67650560  -3748.41187413     -0.08375502      0.00018293      0.06373168      0.00018293
                      M87 1858  321      0.41666651 AACT   -600.18602667   1134.56166613      0.40469677      0.00018293     -0.10234942      0.00018293
                      M87 1858  321      0.41666651 AAGB  -5736.31060480    416.53789707     -0.04899792      0.00008811      0.01597632      0.00008811
                      M87 1858  321      0.41666651 AAGL  -2903.23449173  -6855.89940053     -0.09447866      0.00009145      0.00063717      0.00009145
                      M87 1858  321      0.41666651 AAHA   -704.61096747  -5240.47178240     -0.09619987      0.00002989      0.05701919      0.00002989
                      M87 1858  321      0.41666651 AAPB  -4732.60934827  -4962.91580587     -0.10153572      0.00002642      0.00528454      0.00002642
                      M87 1858  321      0.41666651 AAPV  -4207.02523307  -4378.18345813     -0.11191467      0.00004598      0.02271477      0.00004598
                      M87 1858  321      0.41666651 AASG   -267.03432747    656.96377387      0.56046009      0.00018293     -0.04982773      0.00018293
                      M87 1858  321      0.41666651 APCI  -3149.54308267  -3746.65129387     -0.08371907      0.00115542      0.06375922      0.00115542
                      M87 1858  321      0.41666651 APCT   -601.05260693   1136.32221653      0.40422157      0.00115542     -0.10249441      0.00115542
                      M87 1858  321      0.41666651 APGB  -5737.17709653    418.29844587     -0.04900631      0.00055651      0.01595367      0.00055651
                      M87 1858  321      0.41666651 APGL  -2904.10108587  -6854.13884587     -0.09451385      0.00057764      0.00065677      0.00057764
                      M87 1858  321      0.41666651 APHA   -705.47753813  -5238.71132160     -0.09612055      0.00018878      0.05703319      0.00018878
                      M87 1858  321      0.41666651 APPB  -4733.47590827  -4961.15522560     -0.10154123      0.00016691      0.00529084      0.00016691
                      M87 1858  321      0.41666651 APPV  -4207.89181440  -4376.42280960     -0.11190465      0.00029043      0.02272792      0.00029043
                      M87 1858  321      0.41666651 APSG   -267.90090427    658.72432427      0.55993784      0.00115542     -0.04987258      0.00115542
                      M87 1858  321      0.41666651 CICT   2548.49047893   4882.97353387     -0.10917040      0.00222460     -0.04658102      0.00222460
                      M87 1858  321      0.41666651 CIHA   2444.06554880  -1492.05997440      0.15842941      0.00036348      0.05673340      0.00036348
                      M87 1858  321      0.41666651 CISG   2881.64218453   4405.37567573     -0.10174139      0.00222460     -0.05205255      0.00222460
                      M87 1858  321      0.41666651 GBCI   2587.63403520  -4164.94976853     -0.02238349      0.00107149      0.07024251      0.00107149
                      M87 1858  321      0.41666651 GBCT   5136.12450133    718.02376640     -0.04697393      0.00107149     -0.03816266      0.00107149
                      M87 1858  321      0.41666651 GBGL   2833.07604907  -7272.43727360     -0.09828564      0.00053568      0.02995838      0.00053568
                      M87 1858  321      0.41666651 GBHA   5031.69956693  -5657.00972373     -0.06605840      0.00017507      0.04814380      0.00017507
                      M87 1858  321      0.41666651 GBPB   1003.70118720  -5379.45371307     -0.08738106      0.00015478      0.06878763      0.00015478
                      M87 1858  321      0.41666651 GBSG   5469.27621120    240.42588027     -0.04886226      0.00107149     -0.02693742      0.00107149
                      M87 1858  321      0.41666651 GLCI   -245.44201253   3107.48750933      0.07200917      0.00111217     -0.09844479      0.00111217
                      M87 1858  321      0.41666651 GLCT   2303.04845653   7990.46104747     -0.07025574      0.00111217      0.01519297      0.00111217
                      M87 1858  321      0.41666651 GLHA   2198.62353920   1615.42752000      0.13072360      0.00018172     -0.07664520      0.00018172
