#                  source year  day       time (hr)   base          u (Ml)          v (Ml)        V.r (Jy)      err.r (Jy)        V.i (Jy)      err.i (Jy)
                     SgrA 1858  321      0.08333373 GBNZ  -7388.27170133   2540.10778027      0.03267205      0.00107149     -0.00322135      0.00107149
                     SgrA 1858  321      0.08333373 SPGB   3873.87298560  -3689.86334293     -0.10062639      0.00067329     -0.11777734      0.00067329
                     SgrA 1858  321      0.08333373 SPNZ  -3514.39873707  -1149.75554773     -0.21664128      0.00139787     -0.09631143      0.00139787
                     SgrA 1858  321      0.41666651 GBNZ  -7133.50060373   2848.17521067      0.03613851      0.00107149     -0.00232274      0.00107149
                     SgrA 1858  321      0.41666651 SPGB   3660.26250240  -3849.73062827     -0.10669197      0.00067329     -0.12552812      0.00067329
                     SgrA 1858  321      0.41666651 SPNZ  -3473.23811840  -1001.55541013     -0.21175045      0.00139787     -0.10201123      0.00139787
                     SgrA 1858  321      0.41666651 GBGR  -1914.79201477   4057.10196677     -0.22002959      0.00115096      0.15186112      0.00115096
                     SgrA 1858  321      0.41666651 NZGR   5209.40529231   1198.82116185     -0.11162307      0.00238961     -0.00978485      0.00238961
                     SgrA 1858  321      0.41666651 SPGR   1737.92999877    202.17772431      0.50916021      0.00150156      0.28179679      0.00150156
                     SgrA 1858  321      0.75000000 GBGR  -1569.37628160   4128.23312213     -0.22090120      0.00107149      0.15026358      0.00107149
                     SgrA 1858  321      0.75000000 GBNZ  -6874.38321067   3100.76457600      0.03969464      0.00169417     -0.00094865      0.00169417
                     SgrA 1858  321      0.75000000 NZGR   5250.50393600   1017.49325867     -0.11057892      0.00351741     -0.01031801      0.00351741
                     SgrA 1858  321      0.75000000 SPGB   3418.60481707  -3999.89042773     -0.11506032      0.00067329     -0.13345727      0.00067329
                     SgrA 1858  321      0.75000000 SPGR   1849.22854187    128.34268267      0.42590512      0.00139787      0.27950541      0.00139787
                     SgrA 1858  321      0.75000000 SPNZ  -3417.58020267   -877.36041333     -0.20411673      0.00221023     -0.10908437      0.00221023
                     SgrA 1858  321      1.08333349 GBGR  -1200.27973333   4186.67272960     -0.21776176      0.00107149      0.14838593      0.00107149
                     SgrA 1858  321      1.08333349 SPGB   3150.74925653  -4139.19367680     -0.12562819      0.00067329     -0.14125665      0.00067329
                     SgrA 1858  321      1.08333349 SPGR   1950.46955093     47.47903540      0.37160897      0.00139787      0.27452816      0.00139787
                     SgrA 1858  321      1.41666627 GBGR   -821.96742827   4229.22935467     -0.21160750      0.00107149      0.14709798      0.00107149
                     SgrA 1858  321      1.41666627 SPGB   2858.74554027  -4266.57431467     -0.13718393      0.00067329     -0.14840422      0.00067329
                     SgrA 1858  321      1.41666627 SPGR   2036.77810987    -37.34499845      0.32668274      0.00139787      0.26998879      0.00139787
                     SgrA 1858  321      1.74999976 GBGR   -437.33435040   4255.57739520     -0.20343663      0.00107149      0.14755682      0.00107149
                     SgrA 1858  321      1.74999976 SPGB   2544.82810453  -4381.05771520     -0.14869368      0.00067329     -0.15427817      0.00067329
                     SgrA 1858  321      1.74999976 SPGR   2107.49375360   -125.48031893      0.27741199      0.00139787      0.26551615      0.00139787
                     SgrA 1858  321      2.08333325 GBGR    -49.32383292   4265.51518293     -0.20109337      0.00107149      0.14877724      0.00107149
                     SgrA 1858  321      2.08333325 SPGB   2211.39918080  -4481.76766293     -0.15937528      0.00067329     -0.15818799      0.00067329
                     SgrA 1858  321      2.08333325 SPGR   2162.07532800   -216.25248853      0.22916176      0.00139787      0.26028908      0.00139787
                     SgrA 1858  321      2.41666675 GBGR    339.09495787   4258.96669867     -0.19333606      0.00107149      0.15180908      0.00107149
                     SgrA 1858  321      2.41666675 GBPV    849.28122027  -3630.44215893     -0.18963663      0.00026934     -0.09273517      0.00026934
