#                  source year  day       time (hr)   base          u (Ml)          v (Ml)        V.r (Jy)      err.r (Jy)        V.i (Jy)      err.i (Jy)
                      M87 1858  321      0.08333373 AAAP      1.30846115     -2.66515630      0.64700640      0.00025439     -0.00132075      0.00025439
                      M87 1858  321      0.08333373 AAGL  -4561.75919787 -10200.71511040      0.01181283      0.00024487     -0.03881935      0.00024487
                      M87 1858  321      0.08333373 AAPB  -6924.22635520  -7313.71269973     -0.00624269      0.00007074     -0.03651874      0.00007074
                      M87 1858  321      0.08333373 AAPV  -6071.96822187  -6451.92159573     -0.04083386      0.00012312     -0.02244379      0.00012312
                      M87 1858  321      0.08333373 APGL  -4563.06765653 -10198.04987733      0.01177346      0.00154972     -0.03881857      0.00154972
                      M87 1858  321      0.08333373 APPB  -6925.53477973  -7311.04751787     -0.00626285      0.00044768     -0.03650022      0.00044768
                      M87 1858  321      0.08333373 APPV  -6073.27665493  -6449.25640533     -0.04086428      0.00077916     -0.02243773      0.00077916
                      M87 1858  321      0.08333373 GLPB  -2362.46725547   2887.00220587      0.04276124      0.00043092     -0.05701897      0.00043092
                      M87 1858  321      0.08333373 PVGL   1510.20904747  -3748.79338240      0.01253774      0.00074999      0.06767903      0.00074999
                      M87 1858  321      0.08333373 PVPB   -852.25818880   -861.79117867      0.34500926      0.00021666      0.09142362      0.00021666
                      M87 1858  321      0.41666651 AAAP      1.29986445     -2.64082458      0.64700674      0.00025439     -0.00131140      0.00025439
                      M87 1858  321      0.41666651 AAGL  -4354.85144747 -10283.84836267      0.01177661      0.00024487     -0.03751940      0.00024487
                      M87 1858  321      0.41666651 AAPB  -7098.91347627  -7444.37314560     -0.00075397      0.00007074     -0.03824898      0.00007074
                      M87 1858  321      0.41666651 AAPV  -6310.53730133  -6567.27467520     -0.03356175      0.00012312     -0.02553873      0.00012312
                      M87 1858  321      0.41666651 APGL  -4356.15126187 -10281.20755200      0.01173505      0.00154972     -0.03751638      0.00154972
                      M87 1858  321      0.41666651 APPB  -7100.21333333  -7441.73222400     -0.00077186      0.00044768     -0.03822955      0.00044768
                      M87 1858  321      0.41666651 APPV  -6311.83726080  -6564.63379627     -0.03359147      0.00077916     -0.02552762      0.00077916
                      M87 1858  321      0.41666651 GLPB  -2744.06208000   2839.47514880      0.03187948      0.00043092     -0.04901463      0.00043092
                      M87 1858  321      0.41666651 PVGL   1955.68598400  -3716.57358507      0.00824724      0.00074999      0.06172705      0.00074999
                      M87 1858  321      0.41666651 PVPB   -788.37609707   -877.09852373      0.34988976      0.00021666      0.09027399      0.00021666
                      M87 1858  321      0.75000000 AAAP      1.28131573     -2.61674366      0.64700721      0.00025439     -0.00129403      0.00025439
                      M87 1858  321      0.75000000 AAGL  -4114.63731627 -10362.82103467      0.01161896      0.00024487     -0.03588863      0.00024487
                      M87 1858  321      0.75000000 AAPB  -7219.29215147  -7577.79707733      0.00338638      0.00007074     -0.03962547      0.00007074
                      M87 1858  321      0.75000000 AAPV  -6500.82965333  -6686.63720960     -0.02728768      0.00012312     -0.02809049      0.00012312
                      M87 1858  321      0.75000000 APGL  -4115.91866880 -10360.20420267      0.01157515      0.00154972     -0.03588648      0.00154972
                      M87 1858  321      0.75000000 APPB  -7220.57350827  -7575.18044160      0.00337042      0.00044768     -0.03960790      0.00044768
                      M87 1858  321      0.75000000 APPV  -6502.11095040  -6684.02053973     -0.02731774      0.00077916     -0.02807890      0.00077916
                      M87 1858  321      0.75000000 GLPB  -3104.65479680   2785.02367573      0.02251285      0.00043092     -0.04100811      0.00043092
                      M87 1858  321      0.75000000 PVGL   2386.19237547  -3676.18358613      0.00382261      0.00074999      0.05556736      0.00074999
                      M87 1858  321      0.75000000 PVPB   -718.46242667   -891.15993067      0.35287142      0.00021666      0.08935200      0.00021666
                      M87 1858  321      1.08333349 AAAP      1.25295695     -2.59309773      0.64700782      0.00025439     -0.00126879      0.00025439
                      M87 1858  321      1.08333349 AAGL  -3842.95518720 -10437.02872747      0.01158632      0.00024487     -0.03433595      0.00024487
                      M87 1858  321      1.08333349 AAPB  -7284.44140373  -7712.96402773      0.00638563      0.00007074     -0.04071074      0.00007074
                      M87 1858  321      1.08333349 AAPV  -6641.38906453  -6809.09606400     -0.02186063      0.00012312     -0.03031150      0.00012312
                      M87 1858  321      1.08333349 APGL  -3844.20815787 -10434.43556693      0.01154695      0.00154972     -0.03433187      0.00154972
                      M87 1858  321      1.08333349 APPB  -7285.69441280  -7710.37076480      0.00637084      0.00044768     -0.04069523      0.00044768
                      M87 1858  321      1.08333349 APPV  -6642.64201387  -6806.50317653     -0.02188742      0.00077916     -0.03029938      0.00077916
                      M87 1858  321      1.08333349 GLPB  -3441.48614400   2724.06458453      0.01290302      0.00043092     -0.03239673      0.00043092
                      M87 1858  321      1.08333349 PVGL   2798.43387307  -3627.93235200     -0.00216297      0.00074999      0.04912667      0.00074999
                      M87 1858  321      1.08333349 PVPB   -643.05223360   -903.86776747      0.35479917      0.00021666      0.09095968      0.00021666
                      M87 1858  321      1.41666627 AAAP      1.21500512     -2.57006772      0.64700853      0.00025439     -0.00123586      0.00025439
                      M87 1858  321      1.41666627 AAGL  -3541.88400213 -10505.90353067      0.01162378      0.00024487     -0.03232412      0.00024487
                      M87 1858  321      1.41666627 AAPB  -7293.86254507  -7848.83898027      0.00837271      0.00007074     -0.04156258      0.00007074
                      M87 1858  321      1.41666627 AAPV  -6731.13995947  -6933.71423573     -0.01740943      0.00012312     -0.03206878      0.00012312
                      M87 1858  321      1.41666627 APGL  -3543.09902933 -10503.33330773      0.01157939      0.00154972     -0.03231617      0.00154972
                      M87 1858  321      1.41666627 APPB  -7295.07756373  -7846.26887680      0.00835770      0.00044768     -0.04154849      0.00044768
                      M87 1858  321      1.41666627 APPV  -6732.35502080  -6931.14412373     -0.01743414      0.00077916     -0.03205485      0.00077916
                      M87 1858  321      1.41666627 GLPB  -3751.97849173   2657.06429013      0.00330304      0.00043092     -0.02627649      0.00043092
                      M87 1858  321      1.41666627 PVGL   3189.25593600  -3572.18909013     -0.00866764      0.00074999      0.04377707      0.00074999
                      M87 1858  321      1.41666627 PVPB   -562.72255253   -915.12481813      0.35888217      0.00021666      0.09522658      0.00021666
                      M87 1858  321      1.74999976 AAAP      1.16775065     -2.54782990      0.64700935      0.00025439     -0.00119549      0.00025439
                      M87 1858  321      1.74999976 AAAZ   1791.68996907  -7566.99479040     -0.09412989      0.00032100      0.01626203      0.00032100
                      M87 1858  321      1.74999976 AAGL  -3213.72762880 -10568.91825493      0.01136844      0.00024487     -0.03022583      0.00024487
