#                  source year  day       time (hr)   base          u (Ml)          v (Ml)        V.r (Jy)      err.r (Jy)        V.i (Jy)      err.i (Jy)
                     SgrA 1858  321      2.75000024 PVPB  -1099.90064853   -632.59004800      0.92602399      0.00021666     -0.30439456      0.00021666
                     SgrA 1858  321      3.08333373 PVPB  -1094.77366400   -586.05052267      0.94223779      0.00021666     -0.30907478      0.00021666
                     SgrA 1858  321      3.41666651 PVPB  -1081.27846613   -539.91861387      0.96427200      0.00021666     -0.31196781      0.00021666
                     SgrA 1858  321      3.75000000 AAAP      1.21186578     -2.15929815      3.02954921      0.00025439      0.00244659      0.00025439
                     SgrA 1858  321      3.75000000 PBAA   5438.80896853   9343.49706240     -0.04615071      0.00007074      0.01586852      0.00007074
                     SgrA 1858  321      3.75000000 PBAP   5440.02082987   9341.33775360     -0.04608303      0.00044768      0.01587986      0.00044768
                     SgrA 1858  321      3.75000000 PVAA   4379.29080747   8848.94986240      0.01547702      0.00012312      0.02069887      0.00012312
                     SgrA 1858  321      3.75000000 PVAP   4380.50265173   8846.79041707      0.01557515      0.00077916      0.02068774      0.00077916
                     SgrA 1858  321      3.75000000 PVPB  -1059.51830507   -494.54733920      0.99213833      0.00021666     -0.31303771      0.00021666
                     SgrA 1858  321      4.08333349 AAAP      1.24964633     -2.21181178      3.02954558      0.00025439      0.00251294      0.00025439
                     SgrA 1858  321      4.08333349 PBAA   5844.23401813   9103.90222507     -0.04547888      0.00007074      0.01507511      0.00007074
                     SgrA 1858  321      4.08333349 PBAP   5845.48355413   9101.69050453     -0.04540946      0.00044768      0.01508860      0.00044768
                     SgrA 1858  321      4.08333349 PVAA   4814.57418240   8653.61841493      0.01296644      0.00012312      0.01990302      0.00012312
                     SgrA 1858  321      4.08333349 PVAP   4815.82385493   8651.40655787      0.01306406      0.00077916      0.01989333      0.00077916
                     SgrA 1858  321      4.08333349 PVPB  -1029.65977067   -450.28387947      1.02633674      0.00021666     -0.31219175      0.00021666
                     SgrA 1858  321      4.41666627 AAAP      1.27782924     -2.26571197      3.02954213      0.00025439      0.00257230      0.00025439
                     SgrA 1858  321      4.41666627 PBAA   6205.03892480   8848.10347520     -0.04283706      0.00007074      0.01511757      0.00007074
                     SgrA 1858  321      4.41666627 PBAP   6206.31676587   8845.83782400     -0.04276406      0.00044768      0.01513367      0.00044768
                     SgrA 1858  321      4.41666627 PVAA   5213.10771200   8440.63634773      0.01239990      0.00012312      0.01942760      0.00012312
                     SgrA 1858  321      4.41666627 PVAP   5214.38551893   8438.37080747      0.01249733      0.00077916      0.01942051      0.00077916
                     SgrA 1858  321      4.41666627 PVPB   -991.93128853   -407.46696907      1.06829484      0.00021666     -0.30924436      0.00021666
                     SgrA 1858  321      4.74999976 AAAP      1.29619889     -2.32058625      3.02953893      0.00025439      0.00262423      0.00025439
                     SgrA 1858  321      4.74999976 PBAA   6518.46329173   8578.05812907     -0.03824641      0.00007074      0.01595994      0.00007074
                     SgrA 1858  321      4.74999976 PBAP   6519.75942827   8575.73748907     -0.03816929      0.00044768      0.01597786      0.00044768
                     SgrA 1858  321      4.74999976 PVAA   5571.84173227   8211.63376640      0.01390524      0.00012312      0.01935753      0.00012312
                     SgrA 1858  321      4.74999976 PVAP   5573.13776640   8209.31322880      0.01400375      0.00077916      0.01935306      0.00077916
                     SgrA 1858  321      4.74999976 PVPB   -946.62160320   -366.42425227      1.12011233      0.00021666     -0.30391989      0.00021666
                     SgrA 1858  321      5.08333325 AAAP      1.30461466     -2.37601477      3.02953602      0.00025439      0.00266832      0.00025439
                     SgrA 1858  321      5.08333325 PBAA   6782.10826240   8295.83258453     -0.03172889      0.00007074      0.01756998      0.00007074
                     SgrA 1858  321      5.08333325 PBAP   6783.41282133   8293.45657173     -0.03164777      0.00044768      0.01759051      0.00044768
                     SgrA 1858  321      5.08333325 PVAA   5888.03085653   7968.36285440      0.01755830      0.00012312      0.01961382      0.00012312
                     SgrA 1858  321      5.08333325 PVAP   5889.33543253   7965.98686720      0.01765842      0.00077916      0.01961134      0.00077916
                     SgrA 1858  321      5.08333325 PVPB   -894.07738240   -327.46979947      1.18362540      0.00021666     -0.29595060      0.00021666
                     SgrA 1858  321      5.41666675 AAAP      1.30301217     -2.43157330      3.02953341      0.00025439      0.00270424      0.00025439
                     SgrA 1858  321      5.41666675 PBAA   6993.95654827   8003.58685013     -0.02329471      0.00007074      0.01990089      0.00007074
                     SgrA 1858  321      5.41666675 PBAP   6995.25938347   8001.15527680     -0.02321110      0.00044768      0.01992320      0.00044768
                     SgrA 1858  321      5.41666675 PVAA   6159.25573120   7712.68520960      0.02329869      0.00012312      0.02014920      0.00012312
                     SgrA 1858  321      5.41666675 PVAP   6160.55873707   7710.25365333      0.02339926      0.00077916      0.02014868      0.00077916
                     SgrA 1858  321      5.41666675 PVPB   -834.70078187   -290.90169867      1.25803586      0.00021666     -0.28532427      0.00021666
                     SgrA 1858  321      5.75000024 AAAP      1.29140370     -2.48683671      3.02953114      0.00025439      0.00273172      0.00025439
                     SgrA 1858  321      5.75000024 PBAA   7152.38704640   7703.55713707     -0.01287222      0.00007074      0.02267441      0.00007074
                     SgrA 1858  321      5.75000024 PBAP   7153.67837867   7701.07024213     -0.01278650      0.00044768      0.02269747      0.00044768
                     SgrA 1858  321      5.75000024 PVAA   6383.44106667   7446.55726080      0.03097575      0.00012312      0.02079491      0.00012312
                     SgrA 1858  321      5.75000024 PVAP   6384.73230507   7444.07041707      0.03107464      0.00077916      0.02079529      0.00077916
                     SgrA 1858  321      5.75000024 PVPB   -768.94612160   -256.99977600      1.33651279      0.00021666     -0.27240986      0.00021666
                     SgrA 1858  321      6.08333373 AAAP      1.26987807     -2.54138209      3.02952920      0.00025439      0.00275053      0.00025439
                     SgrA 1858  321      6.08333373 PBAA   7256.18736640   7398.03909120     -0.00034324      0.00007074      0.02543725      0.00007074
